scan_date,symbol,name,market,close,open,high,low,volume,pivot_high,volume_ma20,volume_ratio,price_change_pct,score
2026-02-07,105560,KB금융,KOSPI,327405,705420,668439,743300,4318855,495790,2925626,14.3,17.67,1371.8
2026-02-07,006400,삼성SDI,KOSPI,486390,685770,675084,698458,4786401,597957,7381684,12.1,10.5,1304.2
2026-02-07,012330,현대모비스,KOSPI,742509,135131,214686,301516,3916107,628805,2259379,5.2,9.3,1065.1
2026-02-07,000270,기아,KOSPI,542738,355407,84225,292720,5833597,791296,5743227,18.0,10.89,1062.3
2026-02-07,005380,현대차,KOSPI,655050,710021,769796,106213,3545556,206445,6097514,3.5,3.69,881.3
2026-02-07,207940,삼성바이오로직스,KOSPI,611894,773688,244143,250845,4630331,557719,5638893,18.5,29.18,834.5
2026-02-07,068270,셀트리온,KOSPI,551968,511865,407256,243319,1861958,314742,9014965,4.2,-2.71,788.4
2026-02-07,028260,삼성물산,KOSPI,396859,418900,786996,525786,5545223,371517,5217853,6.9,20.24,541.8
2026-02-07,005490,POSCO홀딩스,KOSPI,97726,107174,630238,356327,3118618,718854,9235577,3.9,-4.57,498.1
2026-02-07,055550,신한지주,KOSPI,499660,370214,646251,701194,2010496,689244,2664863,23.8,2.27,395.4
2026-02-07,051910,LG화학,KOSPI,346745,155409,253547,360636,4816534,428411,4010529,8.6,19.78,277.2
